年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2015/8/14	十和田	20.6	21.4	19.9	49.5	3.0	0.0		0.0	0.0	2.8	5.7	10.1	東									
2015/8/15	十和田	19.9	20.6	19.5	11.0	1.0	0.0		0.0	0.0	1.9	4.3	8.3	東									
2015/8/16	十和田	22.1	26.4	19.7	0.5	0.5	4.7		0.0	0.0	1.6	4.1	6.4	北東									
2015/8/17	十和田	22.7	27.3	20.2	2.5	0.5	1.8		0.0	0.0	2.2	4.9	8.8	東									
2015/8/18	十和田	20.5	23.3	19.1	30.0	2.0	0.0		0.0	0.0	3.0	5.5	10.2	東									
2015/8/19	十和田	21.8	26.8	17.3	0.0	0.0	7.8		0.0	0.0	2.8	7.2	11.5	西北西									
2015/8/20	十和田	21.1	27.2	17.0	0.0	0.0	3.3		0.0	0.0	1.2	3.5	7.0	西南西									
2015/8/21	十和田	21.0	26.0	16.3	3.0	0.5	4.8		0.0	0.0	1.2	3.7	5.9	東									
2015/8/22	十和田	19.4	20.5	18.7	55.5	1.5	0.0		0.0	0.0	2.5	4.4	8.7	東北東									
2015/8/23	十和田	19.2	20.3	18.4	7.0	0.5	0.0		0.0	0.0	2.4	4.1	7.4	東									
2015/8/24	十和田	18.0	19.6	16.1	0.5	0.5	0.0		0.0	0.0	1.8	4.5	8.0	東									
2015/8/25	十和田	16.7	20.3	13.3	0.0	0.0	4.5		0.0	0.0	2.0	5.6	10.1	東									
2015/8/26	十和田	17.1	19.1	13.1	3.0	1.0	0.1		0.0	0.0	1.4	3.2	6.1	東南東									
2015/8/27	十和田	18.3	20.3	16.3	0.0	0.0	0.0		0.0	0.0	1.2	2.8	5.0	東南東									
2015/8/28	十和田	18.5	21.0	16.5	0.0	0.0	0.0		0.0	0.0	2.5	5.8	9.4	東									
2015/8/29	十和田	19.1	21.8	16.7	0.0	0.0	0.3		0.0	0.0	1.3	3.6	5.9	東北東									
2015/8/30	十和田	19.5	22.0	16.6	0.0	0.0	0.0		0.0	0.0	1.3	2.8	4.6	東									
2015/8/31	十和田	18.8	22.3	14.6	0.0	0.0	3.3		0.0	0.0	1.1	3.1	5.5	東									
2015/9/1	十和田	19.7	24.8	15.2	0.0	0.0	3.8		0.0	0.0	1.2	3.8	6.3	東北東									
2015/9/2	十和田	21.9	27.5	18.7	7.0	1.0	2.6		0.0	0.0	2.6	8.9	15.5	西									
2015/9/3	十和田	22.5	28.1	18.9	0.5	0.5	6.3		0.0	0.0	2.4	5.9	11.6	西南西									
2015/9/4	十和田	21.3	27.1	17.9	7.5	2.5	5.1		0.0	0.0	1.9	6.7	11.7	南西									
2015/9/5	十和田	18.4	23.6	13.6	0.0	0.0	6.1		0.0	0.0	1.6	4.4	6.9	南西									
2015/9/6	十和田	17.0	19.4	14.1	2.5	0.5	0.0		0.0	0.0	1.2	3.6	5.8	西南西									
2015/9/7	十和田	18.1	20.7	15.2	4.5	1.5	0.3		0.0	0.0	2.2	5.3	8.3	東									
2015/9/8	十和田	17.3	21.0	14.6	0.0	0.0	0.8		0.0	0.0	1.7	4.1	7.5	東									
2015/9/9	十和田	17.3	18.9	16.5	10.5	1.0	0.0		0.0	0.0	3.9	7.1	12.8	東									
2015/9/10	十和田	18.9	19.8	17.4	14.5	2.0	0.0		0.0	0.0	3.8	5.9	11.5	東									
2015/9/11	十和田	18.5	20.2	16.7	12.0	3.0	0.0		0.0	0.0	2.3	4.5	8.1	東									
2015/9/12	十和田	20.1	23.8	17.1	0.0	0.0	4.5		0.0	0.0	2.4	6.5	11.8	南西									
2015/9/13	十和田	16.9	19.8	12.1	7.5	1.0	0.0		0.0	0.0	1.2	5.0	8.5	北									
2015/9/14	十和田	15.6	23.0	9.4	7.0	4.0	9.3		0.0	0.0	1.4	5.7	7.6	西南西									
2015/9/15	十和田	15.3	22.1	9.2	0.0	0.0	11.1		0.0	0.0	1.7	4.9	7.5	南西									
2015/9/16	十和田	16.0	24.7	8.1	0.0	0.0	12.1		0.0	0.0	1.4	4.2	6.1	南西									
2015/9/17	十和田	16.9	22.4	10.1	0.0	0.0	7.4		0.0	0.0	1.6	4.3	7.6	東									
2015/9/18	十和田	16.2	17.0	14.9	58.5	2.5	0.0		0.0	0.0	2.8	6.8	13.3	東									
2015/9/19	十和田	18.7	23.3	16.6	2.0	0.5	1.0		0.0	0.0	1.4	3.8	5.3	東北東									
2015/9/20	十和田	18.9	23.9	12.2	0.0	0.0	10.1		0.0	0.0	3.0	8.0	13.7	西北西									
2015/9/21	十和田	17.5	24.0	10.3	0.0	0.0	7.4		0.0	0.0	1.3	3.2	4.2	南西									
2015/9/22	十和田	18.0	25.3	11.2	0.0	0.0	11.2		0.0	0.0	2.4	6.3	9.7	北西									
2015/9/23	十和田	17.1	25.3	9.9	0.0	0.0	11.3		0.0	0.0	1.3	3.3	6.3	東									
2015/9/24	十和田	15.6	21.4	8.9	0.0	0.0	6.0		0.0	0.0	1.6	4.9	7.2	東									
2015/9/25	十和田	16.8	21.7	13.2	0.0	0.0	2.8		0.0	0.0	1.6	5.4	8.7	東									
2015/9/26	十和田	17.1	19.2	15.0	4.5	0.5	0.0		0.0	0.0	1.3	3.1	5.6	東									
2015/9/27	十和田	17.6	24.9	10.5	0.0	0.0	7.3		0.0	0.0	1.4	4.1	6.9	南西									
2015/9/28	十和田	15.9	23.4	7.4	0.0	0.0	9.1		0.0	0.0	2.6	7.0	12.5	西南西									
2015/9/29	十和田	15.0	18.9	11.2	0.0	0.0	5.5		0.0	0.0	4.1	11.2	19.9	西南西									
2015/9/30	十和田	13.8	19.6	9.0	0.5	0.5	8.9		0.0	0.0	3.3	8.4	14.0	西北西									
2015/10/1	十和田	16.3	22.7	6.1	0.5	0.5	8.1		0.0	0.0	1.9	3.9	10.9	南南東									
2015/10/2	十和田	17.2	20.7	14.3	2.5	0.5	9.7		0.0	0.0	6.5	11.0	20.5	西									
2015/10/3	十和田	15.4	20.9	10.3	3.5	1.0	4.2		0.0	0.0	2.8	6.7	14.8	西南西									
2015/10/4	十和田	11.9	17.2	8.7	0.0	0.0	4.4		0.0	0.0	2.6	7.9	11.9	西南西									
2015/10/5	十和田	11.5	17.0	6.0	0.0	0.0	2.5		0.0	0.0	1.7	4.9	9.1	西南西									
2015/10/6	十和田	11.1	18.6	3.6	0.0	0.0	9.7		0.0	0.0	1.5	4.2	6.6	南西									
2015/10/7	十和田	11.2	18.1	5.3	0.0	0.0	6.2		0.0	0.0	2.5	6.3	10.9	東北東									
2015/10/8	十和田	12.9	15.8	6.3	0.0	0.0	0.2		0.0	0.0	6.5	12.8	20.0	北西									
2015/10/9	十和田	14.1	17.2	9.7	0.0	0.0	4.0		0.0	0.0	5.7	11.3	19.6	西北西									
2015/10/10	十和田	16.0	21.5	9.3	0.0	0.0	9.9		0.0	0.0	3.2	8.3	16.1	西南西									
2015/10/11	十和田	13.7	20.3	8.1	0.0	0.0	0.7		0.0	0.0	2.4	7.2	15.0	南西									
2015/10/12	十和田	12.2	15.6	6.9	1.5	0.5	1.1		0.0	0.0	1.5	5.5	10.6	南									
2015/10/13	十和田	10.4	16.0	6.9	1.0	0.5	3.9		0.0	0.0	3.1	8.1	13.3	西南西									
2015/10/14	十和田	8.6	14.0	5.2	0.5	0.5	6.2		0.0	0.0	2.6	7.6	11.3	西									
2015/10/15	十和田	10.5	16.4	2.5	0.0	0.0	7.4		0.0	0.0	2.5	8.1	13.3	南西									
2015/10/16	十和田	11.8	20.0	4.4	0.0	0.0	10.6		0.0	0.0	1.3	4.1	5.8	南西									
2015/10/17	十和田	12.0	22.1	4.2	0.0	0.0	10.2		0.0	0.0	1.3	3.9	5.5	南西									
2015/10/18	十和田	14.4	24.3	3.3	0.0	0.0	10.1		0.0	0.0	1.8	4.9	9.1	西南西									
2015/10/19	十和田	10.0	15.5	3.5	0.0	0.0	9.8		0.0	0.0	2.5	7.1	10.7	西南西									
2015/10/20	十和田	9.6	17.2	0.7	0.0	0.0	2.8		0.0	0.0	3.0	9.0	13.4	西北西									
2015/10/21	十和田	8.7	15.5	2.3	3.0	0.5	8.9		0.0	0.0	1.9	6.4	10.4	南西									
2015/10/22	十和田	8.2	14.9	2.4	0.5	0.5	8.3		0.0	0.0	1.6	3.8	6.4	西南西									
2015/10/23	十和田	7.0	16.7	-0.3	0.0	0.0	10.3		0.0	0.0	1.3	3.9	6.3	南西									
2015/10/24	十和田	10.0	17.5	1.5	4.0	1.0	0.1		0.0	0.0	2.9	11.5	19.9	西									
2015/10/25	十和田	7.1	9.7	5.6	0.0	0.0	2.6		0.0	0.0	7.1	11.1	18.1	西北西									
2015/10/26	十和田	8.1	13.0	0.7	0.0	0.0	9.0		0.0	0.0	3.6	7.6	15.7	西									
2015/10/27	十和田	10.2	19.2	0.0	0.0	0.0	6.0		0.0	0.0	1.3	3.0	7.5	南南東									
2015/10/28	十和田	13.3	19.1	3.2	0.0	0.0	6.7		0.0	0.0	4.0	9.5	16.9	西南西									
2015/10/29	十和田	7.1	11.7	1.5	0.0	0.0	1.5		0.0	0.0	1.6	5.6	8.9	南西									
2015/10/30	十和田	5.9	12.5	1.8	3.5	2.5	4.3		0.0	0.0	1.8	6.5	11.1	西南西									
2015/10/31	十和田	5.8	9.8	1.1	0.0	0.0	0.5		0.0	0.0	2.2	6.1	10.3	西南西									
2015/11/1	十和田	7.7	13.8	0.9	0.0	0.0	9.0		0.0	0.0	2.9	7.7	12.5	西南西									
2015/11/2	十和田	6.2	11.2	-1.1	2.5	0.5	0.8		0.0	0.0	0.8	2.6	4.0	南西									
2015/11/3	十和田	8.6	16.8	1.2	0.0	0.0	8.1		0.0	0.0	2.1	7.0	10.4	南西									
2015/11/4	十和田	8.1	19.3	-0.5	0.0	0.0	9.8		0.0	0.0	1.3	4.3	6.1	南西									
2015/11/5	十和田	9.4	20.4	0.2	0.0	0.0	9.6		0.0	0.0	1.3	4.3	6.9	西南西									
2015/11/6	十和田	11.0	17.8	3.9	0.0	0.0	5.5		0.0	0.0	1.8	4.5	7.3	南西									
2015/11/7	十和田	7.8	9.8	6.0	0.0	0.0	0.0		0.0	0.0	1.9	4.8	7.5	西南西									
2015/11/8	十和田	8.6	9.9	7.0	12.5	1.0	0.0		0.0	0.0	0.7	1.9	3.1	西南西									
2015/11/9	十和田	11.2	12.5	9.5	19.5	1.5	0.0		0.0	0.0	1.7	3.6	5.2	東南東									
2015/11/10	十和田	10.3	14.1	4.4	3.0	0.5	1.2		0.0	0.0	1.7	4.5	7.3	西南西									
2015/11/11	十和田	7.3	11.5	1.7	0.0	0.0	6.6		0.0	0.0	3.2	8.0	13.1	西北西									
2015/11/12	十和田	4.3	11.2	-0.1	0.0	0.0	7.6		0.0	0.0	1.7	4.1	6.3	西南西									
2015/11/13	十和田	5.1	12.0	-0.2	0.0	0.0	7.8		0.0	0.0	1.4	3.9	6.2	南西									
2015/11/14	十和田	7.8	12.5	1.4	0.5	0.5	0.0		0.0	0.0	1.1	3.4	6.9	南西									
2015/11/15	十和田	12.3	15.6	9.1	8.0	1.0	0.1		0.0	0.0	2.0	8.7	13.9	西北西									
2015/11/16	十和田	12.1	17.3	6.5	0.0	0.0	5.7		0.0	0.0	2.5	8.1	13.1	南西									
2015/11/17	十和田	12.7	18.9	6.7	0.0	0.0	3.3		0.0	0.0	1.7	5.1	8.3	南西									
2015/11/18	十和田	7.6	13.1	4.8	0.0	0.0	2.5		0.0	0.0	3.3	6.6	10.1	北西									
2015/11/19	十和田	5.6	7.0	2.6	0.0	0.0	0.0		0.0	0.0	1.6	3.5	5.4	北西									
2015/11/20	十和田	5.3	12.0	0.2	0.0	0.0	6.5		0.0	0.0	1.2	2.5	4.6	西南西									
2015/11/21	十和田	6.1	9.1	1.6	3.5	1.0	2.3		0.0	0.0	3.2	9.0	15.1	西									
2015/11/22	十和田	3.6	7.2	-0.4	0.0	0.0	2.6		0.0	0.0	2.0	5.4	8.1	北北西									
2015/11/23	十和田	0.8	2.4	-0.5	8.0	0.5	0.0		0.0	0.0	0.8	2.4	4.3	南西									
2015/11/24	十和田	3.9	9.7	0.9	6.5	1.5	1.6		0.0	0.0	2.9	10.3	15.0	西北西									
2015/11/25	十和田	2.5	4.1	0.8	0.0	0.0	0.0		0.0	0.0	1.7	5.9	9.6	西南西									
2015/11/26	十和田	3.4	6.2	-1.2	19.0	1.0	0.0		0.0	0.0	1.1	3.8	6.3	西南西									
2015/11/27	十和田	5.6	8.9	3.1	0.0	0.0	5.0		0.0	0.0	3.8	9.7	17.4	南南西									
2015/11/28	十和田	3.5	7.6	0.7	13.0	1.5	3.6		0.0	0.0	3.2	10.1	20.4	西									
2015/11/29	十和田	2.0	4.7	-0.9	0.0	0.0	1.3		0.0	0.0	1.8	5.4	11.4	南南西									
2015/11/30	十和田	4.2	9.9	-2.8	0.5	0.5	7.1		0.0	0.0	2.3	6.3	11.2	南									
2015/12/1	十和田	2.9	5.6	-0.7	0.5	0.5	0.5		0.0	0.0	3.4	7.1	12.3	西北西									
2015/12/2	十和田	2.5	7.6	-2.2	0.0	0.0	5.8		0.0	0.0	1.3	2.8	5.4	南南西									
2015/12/3	十和田	6.5	14.4	0.8	0.0	0.0	2.4		0.0	0.0	2.3	7.5	12.6	南西									
2015/12/4	十和田	1.4	4.1	-0.3	0.5	0.5	1.6		0.0	0.0	3.9	8.1	13.5	西南西									
2015/12/5	十和田	2.3	6.1	-0.1	1.0	0.5	6.5		0.0	0.0	4.1	8.3	15.4	西									
2015/12/6	十和田	1.2	3.9	-0.9	0.5	0.5	7.3		1.0	2.0	4.6	8.0	14.5	西南西									
2015/12/7	十和田	2.2	5.3	-1.1	0.0	0.0	4.4		0.0	0.0	3.1	6.9	11.2	西南西									
2015/12/8	十和田	1.0	6.5	-4.1	0.0	0.0	5.1		0.0	0.0	1.4	5.7	8.1	南西									
2015/12/9	十和田	2.2	8.7	-4.9	0.0	0.0	8.7		0.0	0.0	2.1	7.0	11.2	南西									
2015/12/10	十和田	7.0	11.1	0.6	2.0	0.5	2.8		0.0	0.0	1.7	4.9	9.2	南南西									
2015/12/11	十和田	5.9	8.3	4.6	44.5	2.0	0.0		0.0	0.0	2.8	7.9	11.6	北北西									
2015/12/12	十和田	3.7	9.4	-1.2	0.0	0.0	8.5		0.0	0.0	1.7	5.2	7.6	南西									
2015/12/13	十和田	3.2	8.0	-2.6	0.0	0.0	4.8		0.0	0.0	1.1	2.4	4.2	南西									
2015/12/14	十和田	3.1	8.8	-1.8	0.0	0.0	8.2		0.0	0.0	1.5	2.8	6.0	西南西									
2015/12/15	十和田	4.9	10.9	-2.3	0.5	0.5	0.9		0.0	0.0	0.9	3.8	7.6	南									
2015/12/16	十和田	6.4	9.5	3.0	2.0	0.5	0.5		0.0	0.0	1.5	7.9	12.2	西北西									
2015/12/17	十和田	2.0	4.1	-0.6	0.0	0.0	4.0		0.0	0.0	4.0	7.5	12.7	西									
2015/12/18	十和田	1.9	4.3	-0.6	0.0	0.0	3.2		0.0	0.0	3.3	6.8	12.6	西南西									
2015/12/19	十和田	1.2	2.6	-0.5	0.0	0.0	4.9		0.0	0.0	4.3	9.1	16.4	西北西									
2015/12/20	十和田	4.0	7.2	2.1	0.0	0.0	2.3		0.0	0.0	3.0	5.8	10.6	西									
2015/12/21	十和田	4.1	7.3	2.2	1.0	0.5	0.0		0.0	0.0	1.3	4.4	7.4	南									
2015/12/22	十和田	2.7	6.7	-3.4	0.5	0.5	5.0		0.0	0.0	3.6	8.0	12.6	北西									
2015/12/23	十和田	1.0	8.6	-5.2	0.0	0.0	5.7		0.0	0.0	1.2	2.8	6.0	南西									
2015/12/24	十和田	2.3	9.4	-2.6	0.0	0.0	7.4		0.0	0.0	1.2	2.4	7.8	南西									
2015/12/25	十和田	1.3	5.9	-1.6	2.5	1.0	2.5		0.0	0.0	3.3	9.9	14.8	西									
2015/12/26	十和田	-1.2	2.6	-4.5	3.0	0.5	4.0		8.0	8.0	2.1	6.2	11.0	西									
2015/12/27	十和田	-4.1	-1.5	-7.1	1.5	0.5	2.3		20.0	14.0	5.2	9.9	15.6	西									
2015/12/28	十和田	-1.8	0.7	-3.6	0.0	0.0	8.5		14.0	0.0	5.6	9.2	17.9	西									
2015/12/29	十和田	-2.1	0.9	-4.1	0.0	0.0	4.5		13.0	3.0	3.7	6.9	12.4	西									
2015/12/30	十和田	-1.7	0.0	-5.3	0.0	0.0	0.7		11.0	1.0	2.1	5.8	10.3	北北西									
2015/12/31	十和田	-0.6	3.4	-5.9	0.0	0.0	4.4		9.0	2.0	2.3	5.7	9.8	西南西									
2016/1/1	十和田	0.5	2.4	-3.7	0.0	0.0	2.8		9.0	2.0	3.5	6.2	10.4	西									
2016/1/2	十和田	3.2	7.9	-1.8	0.0	0.0	3.5		8.0	0.0	2.7	8.3	15.2	南									
2016/1/3	十和田	2.4	5.7	-1.5	0.0	0.0	0.3		6.0	0.0	1.6	4.8	9.2	東北東									
2016/1/4	十和田	-0.6	3.8	-4.3	0.5	0.5	1.7		8.0	3.0	1.4	6.1	9.5	南西									
2016/1/5	十和田	-0.9	1.0	-6.0	0.0	0.0	6.6		8.0	0.0	5.0	7.4	12.6	西									
2016/1/6	十和田	0.5	3.3	-1.4	0.0	0.0	5.9		7.0	0.0	4.0	7.9	13.1	西南西									
2016/1/7	十和田	-0.4	1.8	-2.5	0.0	0.0	2.4		7.0	2.0	3.3	7.7	13.9	西									
2016/1/8	十和田	0.6	3.4	-1.1	0.0	0.0	5.1		7.0	2.0	3.1	6.5	13.0	西南西									
2016/1/9	十和田	-0.8	1.5	-4.8	0.0	0.0	3.4		6.0	0.0	3.4	7.3	12.8	西									
2016/1/10	十和田	-1.6	2.6	-4.2	1.0	0.5	5.1		11.0	9.0	3.2	8.9	14.5	西									
2016/1/11	十和田	-3.6	-0.6	-7.2	0.0	0.0	7.9		9.0	1.0	3.7	7.1	11.6	西									
2016/1/12	十和田	-2.5	0.5	-5.6	0.0	0.0	4.4		8.0	0.0	4.0	6.9	13.1	西南西									
2016/1/13	十和田	-1.5	2.2	-6.0	0.0	0.0	8.5		8.0	1.0	2.7	6.9	11.4	西南西									
2016/1/14	十和田	-1.9	0.2	-6.3	0.0	0.0	2.0		8.0	4.0	2.6	7.0	11.8	北西									
2016/1/15	十和田	-2.6	1.4	-6.1	0.0	0.0	6.8		8.0	1.0	2.6	8.1	13.1	西南西									
2016/1/16	十和田	-2.9	1.1	-6.3	0.0	0.0	3.6		8.0	2.0	2.6	8.8	14.0	西									
2016/1/17	十和田	-3.8	1.2	-8.8	0.0	0.0	3.9		7.0	0.0	1.7	5.9	10.1	西南西									
2016/1/18	十和田	-1.8	1.7	-8.1	30.5	1.0	0.0		20.0	14.0	4.3	10.7	20.5	東									
2016/1/19	十和田	-1.6	2.4	-11.4	7.5	0.5	2.4		35.0	20.0	2.9	9.7	16.8	北東									
2016/1/20	十和田	-1.5	2.0	-10.3	0.0	0.0	3.2		28.0	7.0	2.9	6.5	11.5	西北西									
2016/1/21	十和田	-2.5	0.3	-11.3	0.0	0.0	1.2		28.0	2.0	2.7	6.6	9.8	西南西									
2016/1/22	十和田	-3.0	0.2	-11.2	0.0	0.0	9.0		27.0	0.0	3.8	7.7	14.7	西南西									
2016/1/23	十和田	-3.5	-0.1	-8.8	0.0	0.0	5.9		25.0	0.0	2.1	5.9	9.8	西南西									
2016/1/24	十和田	-3.0	1.4	-9.4	0.0	0.0	3.4		25.0	1.0	1.9	7.4	13.5	南西									
2016/1/25	十和田	-3.8	-1.5	-10.7	2.0	0.5	0.6		33.0	10.0	1.9	5.3	8.8	西南西									
2016/1/26	十和田	-1.9	4.5	-10.5	0.0	0.0	4.3		31.0	0.0	1.3	5.1	8.1	南西									
2016/1/27	十和田	0.8	3.0	-5.4	0.0	0.0	2.7		26.0	3.0	3.3	7.9	13.0	西									
2016/1/28	十和田	-0.2	3.7	-4.8	0.0	0.0	6.7		25.0	0.0	3.4	8.5	13.9	西北西									
2016/1/29	十和田	-1.9	0.0	-3.8	0.0	0.0	2.8		23.0	1.0	2.7	6.5	10.8	西									
2016/1/30	十和田	-2.9	0.0	-5.6	0.0	0.0	4.8		23.0	0.0	1.4	3.7	4.5	西南西									
2016/1/31	十和田	-3.0	0.0	-7.0	0.0	0.0	3.0		23.0	2.0	3.1	6.5	9.9	西北西									
2016/2/1	十和田	-5.1	-1.2	-11.1	0.0	0.0	2.3		22.0	0.0	2.2	6.2	8.5	西									
2016/2/2	十和田	-5.4	0.6	-14.3	0.0	0.0	6.4		23.0	1.0	2.8	7.0	11.1	西									
2016/2/3	十和田	-3.5	0.5	-12.7	0.0	0.0	1.6		23.0	1.0	2.3	5.8	9.1	西南西									
2016/2/4	十和田	-2.4	3.7	-14.1	0.0	0.0	5.7		23.0	1.0	1.5	5.5	9.6	南西									
2016/2/5	十和田	-0.2	3.9	-6.5	0.0	0.0	5.7		23.0	2.0	3.2	6.4	10.8	西南西									
2016/2/6	十和田	-3.0	2.6	-9.1	0.0	0.0	6.9		22.0	0.0	3.1	8.0	11.2	西北西									
2016/2/7	十和田	-3.7	-0.2	-9.4	0.0	0.0	8.7		22.0	0.0	3.7	8.0	12.3	西									
2016/2/8	十和田	-1.7	2.6	-9.1	0.0	0.0	3.7		22.0	0.0	1.3	4.2	6.0	東南東									
2016/2/9	十和田	0.7	6.2	-4.7	1.5	0.5	3.3		27.0	6.0	2.0	5.8	9.8	西南西									
2016/2/10	十和田	-1.4	1.0	-3.4	1.0	0.5	7.0		29.0	3.0	4.3	7.4	12.5	西									
2016/2/11	十和田	-1.9	2.8	-8.8	0.0	0.0	7.7		24.0	1.0	2.5	6.2	9.9	西									
2016/2/12	十和田	0.4	7.9	-10.1	0.0	0.0	8.6		20.0	0.0	1.3	3.2	5.7	南									
2016/2/13	十和田	6.8	12.8	1.3	0.0	0.0	2.6		20.0	0.0	1.7	5.5	10.0	西南西									
2016/2/14	十和田	7.4	14.5	1.8	0.5	0.5	0.7		11.0	0.0	3.3	10.1	19.2	南西									
2016/2/15	十和田	-2.2	2.4	-5.1	0.0	0.0	4.7		0.0	0.0	6.0	9.8	16.3	西北西									
2016/2/16	十和田	-2.4	1.0	-5.5	0.0	0.0	4.9		0.0	0.0	2.3	7.3	12.2	西									
2016/2/17	十和田	-2.8	1.3	-4.6	0.0	0.0	2.9		1.0	1.0	2.8	8.7	13.6	西南西									
2016/2/18	十和田	1.1	4.1	-3.5	4.0	1.0	3.7		0.0	0.0	1.9	4.7	10.1	南									
2016/2/19	十和田	3.4	7.7	1.1	2.5	1.0	2.5		0.0	0.0	2.2	4.5	10.3	南西									
2016/2/20	十和田	2.3	5.6	-0.2	22.0	1.0	0.0		0.0	0.0	1.9	5.6	9.6	西									
2016/2/21	十和田	1.4	7.7	-1.9	6.0	0.5	3.8		0.0	0.0	3.5	10.8	17.6	西									
2016/2/22	十和田	-1.2	2.1	-2.9	0.0	0.0	2.9		0.0	0.0	2.6	6.0	9.7	西北西									
2016/2/23	十和田	1.0	5.6	-2.7	0.0	0.0	2.7		0.0	0.0	1.8	5.7	11.0	南南西									
2016/2/24	十和田	-3.0	-0.1	-5.4	1.0	0.5	3.4		5.0	6.0	3.6	7.5	11.0	西北西									
2016/2/25	十和田	-2.9	1.3	-7.2	0.0	0.0	5.4		2.0	1.0	2.6	7.2	12.9	西									
2016/2/26	十和田	-2.3	2.1	-6.1	0.0	0.0	6.0		0.0	0.0	2.9	8.3	12.1	北西									
2016/2/27	十和田	-1.6	2.1	-5.4	1.5	0.5	7.5		2.0	2.0	2.9	8.0	13.1	西北西									
2016/2/28	十和田	-1.3	2.9	-3.9	1.0	0.5	5.0		4.0	2.0	1.4	4.2	7.2	東南東									
2016/2/29	十和田	2.7	5.9	-1.8	4.5	0.5	0.0		0.0	0.0	3.8	10.8	18.3	西南西									
2016/3/1	十和田	-2.2	0.9	-4.6	0.5	0.5	6.2		9.0	10.0	6.4	11.9	20.0	西									
2016/3/2	十和田	-1.7	2.7	-6.5	0.0	0.0	6.0		3.0	0.0	2.5	7.4	10.8	西									
2016/3/3	十和田	0.5	5.8	-3.2	2.5	0.5	5.8		5.0	5.0	2.7	6.5	10.7	北西									
2016/3/4	十和田	0.5	5.4	-2.8	0.0	0.0	8.8		0.0	0.0	2.1	7.0	10.1	西南西									
2016/3/5	十和田	-0.1	5.1	-4.8	0.0	0.0	10.6		0.0	0.0	1.9	4.7	8.0	南西									
2016/3/6	十和田	6.2	11.5	-2.2	0.0	0.0	0.0		0.0	0.0	1.5	4.3	9.6	南									
2016/3/7	十和田	8.1	12.2	2.6	0.0	0.0	8.4		0.0	0.0	2.4	6.0	10.4	北									
2016/3/8	十和田	6.2	12.3	1.4	0.0	0.0	3.7		0.0	0.0	3.2	7.1	13.6	西南西									
2016/3/9	十和田	0.9	3.9	-1.9	0.0	0.0	1.3		0.0	0.0	3.4	7.5	10.8	北西									
2016/3/10	十和田	-0.8	3.0	-4.0	0.0	0.0	4.8		0.0	0.0	2.3	5.7	8.4	西南西									
2016/3/11	十和田	-0.5	5.2	-4.2	0.0	0.0	8.3		0.0	0.0	3.3	7.1	11.1	西北西									
2016/3/12	十和田	-1.0	5.3	-5.3	0.0	0.0	4.9		0.0	0.0	1.9	4.7	9.6	南西									
2016/3/13	十和田	1.9	9.9	-7.3	0.0	0.0	6.7		0.0	0.0	1.9	4.6	9.2	西南西									
2016/3/14	十和田	3.8	10.8	-1.8	0.0	0.0	5.8		0.0	0.0	1.4	5.1	7.2	南西									
2016/3/15	十和田	2.3	6.6	-2.1	0.0	0.0	6.3		0.0	0.0	4.2	9.9	14.9	西北西									
2016/3/16	十和田	7.4	12.3	0.3	0.0	0.0	10.4		0.0	0.0	4.0	9.2	16.0	南西									
2016/3/17	十和田	10.4	16.2	3.5	0.0	0.0	10.9		0.0	0.0	4.0	7.4	13.1	西南西									
2016/3/18	十和田	10.9	19.9	0.6	0.0	0.0	3.4		0.0	0.0	2.2	5.6	9.7	南西									
2016/3/19	十和田	9.2	12.5	5.1	3.0	0.5	0.0		0.0	0.0	2.2	7.0	10.3	西北西									
2016/3/20	十和田	4.2	7.2	-0.1	0.0	0.0	1.1		0.0	0.0	3.8	7.7	11.3	北北西									
2016/3/21	十和田	1.6	7.6	-3.9	0.0	0.0	7.5		0.0	0.0	3.1	8.0	13.1	西南西									
2016/3/22	十和田	2.9	9.0	-4.4	9.0	1.0	5.4		4.0	4.0	2.8	8.2	13.7	西									
2016/3/23	十和田	2.4	6.9	-3.1	0.0	0.0	6.1		3.0	0.0	3.8	7.1	11.3	西南西									
2016/3/24	十和田	2.0	6.3	-1.4	0.0	0.0	5.4		0.0	0.0	3.0	6.8	10.3	西									
2016/3/25	十和田	2.2	7.4	-2.7	0.0	0.0	6.8		0.0	0.0	3.4	7.9	13.3	西北西									
2016/3/26	十和田	3.1	8.9	-1.8	0.0	0.0	6.8		0.0	0.0	2.6	5.8	10.2	北西									
2016/3/27	十和田	5.0	13.2	-3.0	0.0	0.0	11.8		0.0	0.0	2.3	6.2	10.3	南西									
2016/3/28	十和田	5.6	13.8	-3.2	0.0	0.0	10.6		0.0	0.0	2.7	7.5	13.6	西南西									
2016/3/29	十和田	5.6	14.6	-3.7	0.0	0.0	10.6		0.0	0.0	1.9	5.3	8.6	東									
